# Functions found by Ghidra auto-analysis
# Address | Size | Name | Signature
#---
0x02F014 |   1400 | FUN_0002f014 | longlong FUN_0002f014(void)
0x02F58C |     72 | FUN_0002f58c | undefined FUN_0002f58c(void)
0x02F5D4 |    152 | FUN_0002f5d4 | undefined8 FUN_0002f5d4(int * param_1)
0x02F66C |   2592 | FUN_0002f66c | undefined8 FUN_0002f66c(longlong param_1, uint param_2, int param_3)
0x03008C |    372 | FUN_0003008c | undefined8 FUN_0003008c(void)
0x030200 |    380 | FUN_00030200 | undefined4 * FUN_00030200(ushort * param_1)
0x03037C |     80 | FUN_0003037c | bool FUN_0003037c(short * param_1)
0x0303CC |   2956 | FUN_000303cc | longlong FUN_000303cc(ushort * param_1, char param_2)
0x030F58 |    860 | FUN_00030f58 | longlong FUN_00030f58(void)
0x0312B4 |   2068 | FUN_000312b4 | longlong FUN_000312b4(ushort * param_1)
0x031AC8 |   1524 | FUN_00031ac8 | undefined1 FUN_00031ac8(char * param_1, longlong param_2)
0x0320BC |   1072 | FUN_000320bc | undefined8 FUN_000320bc(ulonglong * param_1, int * param_2, ulonglong param_3, uint param_4)
0x0324EC |     68 | FUN_000324ec | undefined * FUN_000324ec(void)
0x032530 |     68 | FUN_00032530 | undefined1 FUN_00032530(void)
0x032574 |     68 | FUN_00032574 | undefined1 FUN_00032574(void)
0x0325B8 |     60 | FUN_000325b8 | undefined8 FUN_000325b8(void)
0x0325F4 |     68 | FUN_000325f4 | undefined FUN_000325f4(undefined8 * param_1)
0x032638 |     68 | FUN_00032638 | undefined1 FUN_00032638(void)
0x03267C |     68 | FUN_0003267c | undefined1 FUN_0003267c(void)
0x0326C0 |    184 | FUN_000326c0 | undefined FUN_000326c0(short * param_1, uint param_2)
0x032778 |     80 | FUN_00032778 | undefined FUN_00032778(short * param_1, ulonglong param_2)
0x0327C8 |     60 | FUN_000327c8 | undefined8 FUN_000327c8(void)
0x032804 |    272 | FUN_00032804 | longlong FUN_00032804(void)
0x032914 |    796 | FUN_00032914 | longlong FUN_00032914(int param_1, char param_2)
0x032C30 |    576 | FUN_00032c30 | longlong FUN_00032c30(ushort * param_1, char * param_2)
0x032E70 |    456 | FUN_00032e70 | longlong FUN_00032e70(void)
0x033038 |    276 | FUN_00033038 | longlong FUN_00033038(undefined1 param_1)
0x03314C |    264 | FUN_0003314c | longlong FUN_0003314c(void)
0x033254 |    152 | FUN_00033254 | longlong FUN_00033254(undefined8 * param_1)
0x0332EC |     68 | FUN_000332ec | undefined8 * FUN_000332ec(void)
0x033330 |    160 | FUN_00033330 | longlong FUN_00033330(undefined1 param_1)
0x0333D0 |     68 | FUN_000333d0 | undefined1 FUN_000333d0(void)
0x033414 |    456 | FUN_00033414 | longlong FUN_00033414(void)
0x0335DC |    244 | FUN_000335dc | undefined8 FUN_000335dc(uint param_1, undefined8 * param_2)
0x0336D0 |    308 | FUN_000336d0 | longlong FUN_000336d0(uint param_1, undefined8 param_2)
0x033804 |    328 | FUN_00033804 | longlong FUN_00033804(undefined8 param_1, uint param_2)
0x03394C |    240 | FUN_0003394c | longlong FUN_0003394c(void)
0x033A3C |    156 | FUN_00033a3c | undefined8 FUN_00033a3c(undefined8 * param_1, undefined4 * param_2)
0x033AD8 |   1636 | FUN_00033ad8 | undefined8 FUN_00033ad8(uint * param_1)
0x03413C |   1892 | FUN_0003413c | longlong FUN_0003413c(uint * param_1)
0x0348A0 |    448 | FUN_000348a0 | undefined FUN_000348a0(uint * param_1, int param_2, longlong param_3, uint param_4)
0x034A60 |     60 | FUN_00034a60 | undefined8 FUN_00034a60(void)
0x034A9C |   4596 | FUN_00034a9c | undefined8 FUN_00034a9c(char * param_1, undefined8 * param_2, undefined4 * param_3)
0x035C90 |     64 | FUN_00035c90 | undefined1 FUN_00035c90(void)
0x035CD0 |    416 | FUN_00035cd0 | longlong FUN_00035cd0(void)
0x035E70 |    776 | FUN_00035e70 | longlong FUN_00035e70(longlong param_1, longlong param_2)
0x036178 |     68 | FUN_00036178 | undefined4 FUN_00036178(undefined4 param_1)
0x0361BC |     68 | FUN_000361bc | undefined4 FUN_000361bc(undefined4 param_1)
0x036200 |     72 | FUN_00036200 | undefined * FUN_00036200(void)
0x036248 |     56 | FUN_00036248 | undefined FUN_00036248(void)
0x036280 |    380 | FUN_00036280 | bool FUN_00036280(void)
0x0363FC |     60 | FUN_000363fc | undefined8 FUN_000363fc(void)
0x036438 |    412 | FUN_00036438 | undefined4 * FUN_00036438(void)
0x0365D4 |    244 | FUN_000365d4 | undefined * FUN_000365d4(void)
0x0366C8 |    252 | FUN_000366c8 | undefined * FUN_000366c8(void)
0x0367C4 |    192 | FUN_000367c4 | undefined * FUN_000367c4(void)
0x036884 |    192 | FUN_00036884 | undefined * FUN_00036884(void)
0x036944 |    372 | FUN_00036944 | undefined8 FUN_00036944(void)
0x036AB8 |    384 | FUN_00036ab8 | undefined2 * FUN_00036ab8(void)
0x036C38 |    284 | FUN_00036c38 | longlong FUN_00036c38(void)
0x036D54 |    284 | FUN_00036d54 | longlong FUN_00036d54(void)
0x036E70 |    168 | FUN_00036e70 | undefined FUN_00036e70(void)
0x036F18 |    260 | FUN_00036f18 | longlong FUN_00036f18(undefined1 * param_1)
0x03701C |    268 | FUN_0003701c | undefined8 FUN_0003701c(ushort * param_1)
0x037128 |    372 | FUN_00037128 | undefined8 FUN_00037128(char * param_1, undefined4 * param_2)
0x03729C |     88 | FUN_0003729c | longlong FUN_0003729c(longlong param_1, int param_2)
0x0372F4 |    160 | FUN_000372f4 | int FUN_000372f4(uint * param_1, uint param_2, undefined8 * param_3, undefined8 * param_4)
0x037394 |    108 | FUN_00037394 | int FUN_00037394(longlong param_1)
0x037400 |    264 | FUN_00037400 | uint FUN_00037400(uint * param_1, uint param_2, byte * param_3, int param_4)
0x037508 |    100 | FUN_00037508 | uint FUN_00037508(uint * param_1, uint param_2, byte * param_3)
0x03756C |    344 | FUN_0003756c | uint FUN_0003756c(uint * param_1, byte * param_2)
0x0376C4 |    180 | FUN_000376c4 | longlong FUN_000376c4(uint * param_1, uint param_2, uint * param_3)
0x037778 |    156 | FUN_00037778 | uint FUN_00037778(longlong param_1, uint param_2)
0x037814 |    156 | FUN_00037814 | uint FUN_00037814(longlong param_1, uint param_2)
0x0378B0 |    140 | FUN_000378b0 | longlong FUN_000378b0(longlong param_1, uint param_2, uint * param_3)
0x03793C |    636 | FUN_0003793c | longlong FUN_0003793c(longlong param_1, uint param_2, byte * param_3, int param_4, uint * param_5)
0x037BB8 |    116 | FUN_00037bb8 | undefined FUN_00037bb8(longlong param_1, uint param_2, byte * param_3, uint * param_4)
0x037C2C |    132 | FUN_00037c2c | longlong FUN_00037c2c(longlong param_1, uint param_2, byte * param_3, uint * param_4)
0x037CB0 |    288 | FUN_00037cb0 | uint FUN_00037cb0(longlong param_1, uint param_2)
0x037DD0 |    160 | FUN_00037dd0 | uint FUN_00037dd0(uint * param_1, uint param_2)
0x037E70 |    288 | FUN_00037e70 | uint FUN_00037e70(longlong param_1, uint param_2, byte * param_3)
0x037F90 |    168 | FUN_00037f90 | uint FUN_00037f90(uint * param_1, uint param_2, byte * param_3)
0x038038 |    172 | FUN_00038038 | int FUN_00038038(uint * param_1)
0x0380E4 |    472 | FUN_000380e4 | uint FUN_000380e4(uint * param_1, uint param_2, byte * param_3, undefined8 * param_4, uint param_5)
0x0382BC |    632 | FUN_000382bc | uint FUN_000382bc(longlong param_1, uint param_2, byte * param_3, uint param_4, longlong * param_5)
0x038534 |    460 | FUN_00038534 | uint FUN_00038534(uint * param_1, uint param_2, byte * param_3, undefined8 * param_4, uint param_5)
0x038700 |    468 | FUN_00038700 | uint FUN_00038700(uint * param_1, uint param_2, byte * param_3, undefined8 * param_4, uint param_5)
0x0388D4 |    304 | FUN_000388d4 | uint FUN_000388d4(uint * param_1, uint param_2)
0x038A04 |    532 | FUN_00038a04 | uint FUN_00038a04(uint * param_1, uint * param_2, uint param_3)
0x038C18 |    248 | FUN_00038c18 | bool FUN_00038c18(longlong param_1, int param_2, int param_3)
0x038D10 |    268 | FUN_00038d10 | undefined FUN_00038d10(longlong param_1, longlong param_2, int param_3, uint param_4)
0x038E1C |    168 | FUN_00038e1c | int FUN_00038e1c(uint * param_1)
0x038EC4 |    128 | FUN_00038ec4 | uint FUN_00038ec4(longlong param_1, uint param_2, byte * param_3, undefined8 * param_4, uint param_5)
0x038F44 |    132 | FUN_00038f44 | uint FUN_00038f44(longlong param_1, uint param_2, byte * param_3)
0x038FC8 |    108 | FUN_00038fc8 | uint FUN_00038fc8(longlong param_1, uint param_2)
0x039034 |    384 | FUN_00039034 | undefined4 FUN_00039034(uint * param_1)
0x0391B4 |    148 | FUN_000391b4 | longlong FUN_000391b4(longlong param_1, uint param_2, uint param_3)
0x039248 |    492 | FUN_00039248 | uint FUN_00039248(longlong param_1, uint param_2, uint * param_3)
0x039434 |    120 | FUN_00039434 | uint FUN_00039434(longlong param_1, uint param_2)
0x0394AC |    120 | FUN_000394ac | uint FUN_000394ac(longlong param_1, uint param_2)
0x039524 |    320 | FUN_00039524 | uint FUN_00039524(longlong param_1, uint param_2, int * param_3)
0x039664 |    248 | FUN_00039664 | uint FUN_00039664(longlong param_1, uint param_2)
0x03975C |    280 | FUN_0003975c | uint FUN_0003975c(longlong param_1, uint param_2)
0x039874 |    156 | FUN_00039874 | byte * FUN_00039874(byte * param_1, int param_2, byte * param_3)
0x039910 |    136 | FUN_00039910 | int FUN_00039910(uint * param_1, undefined8 * param_2, uint param_3)
0x039998 |    144 | FUN_00039998 | bool FUN_00039998(undefined1 * param_1)
0x039A28 |    112 | FUN_00039a28 | undefined2 FUN_00039a28(longlong param_1)
0x039A98 |    112 | FUN_00039a98 | longlong FUN_00039a98(longlong param_1)
0x039B08 |    104 | FUN_00039b08 | undefined1 FUN_00039b08(undefined1 * param_1)
0x039B70 |    104 | FUN_00039b70 | undefined1 FUN_00039b70(longlong param_1)
0x039BD8 |    120 | FUN_00039bd8 | bool FUN_00039bd8(undefined1 * param_1)
0x039C50 |    940 | FUN_00039c50 | undefined FUN_00039c50(uint param_1, byte * param_2)
0x039FFC |     68 | FUN_00039ffc | undefined4 FUN_00039ffc(void)
0x03A040 |    300 | FUN_0003a040 | undefined FUN_0003a040(undefined8 * param_1, undefined4 param_2, undefined8 * param_3)
0x03A16C |     68 | FUN_0003a16c | undefined1 FUN_0003a16c(void)
0x03A1B0 |     72 | FUN_0003a1b0 | undefined FUN_0003a1b0(int param_1)
0x03A1F8 |     56 | FUN_0003a1f8 | undefined FUN_0003a1f8(undefined8 param_1)
0x03A230 |     88 | FUN_0003a230 | uint FUN_0003a230(uint param_1)
0x03A288 |     64 | FUN_0003a288 | uint FUN_0003a288(uint param_1)
0x03A2C8 |     56 | FUN_0003a2c8 | undefined FUN_0003a2c8(longlong param_1, longlong param_2)
0x03A300 |    124 | FUN_0003a300 | undefined FUN_0003a300(longlong param_1, ulonglong param_2)
0x03A37C |    128 | FUN_0003a37c | undefined FUN_0003a37c(ulonglong param_1, ulonglong param_2, longlong * param_3)
0x03A3FC |    120 | FUN_0003a3fc | undefined FUN_0003a3fc(ulonglong param_1, uint param_2)
0x03A474 |     68 | FUN_0003a474 | undefined FUN_0003a474(void)
0x03A4B8 |    100 | FUN_0003a4b8 | undefined FUN_0003a4b8(ulonglong param_1, longlong param_2, ulonglong param_3, longlong param_4)
0x03A51C |     76 | FUN_0003a51c | bool FUN_0003a51c(ulonglong param_1, longlong param_2, ulonglong param_3, longlong param_4)
0x03A568 |     68 | FUN_0003a568 | undefined FUN_0003a568(ulonglong param_1, longlong param_2, ulonglong param_3, longlong param_4)
0x03A5AC |    160 | FUN_0003a5ac | ulonglong FUN_0003a5ac(short * param_1, ulonglong param_2)
0x03A64C |    660 | FUN_0003a64c | undefined8 FUN_0003a64c(short * param_1, ulonglong param_2, short * param_3, ulonglong param_4)
0x03A8E0 |    748 | FUN_0003a8e0 | undefined8 FUN_0003a8e0(short * param_1, ulonglong param_2, short * param_3, ulonglong param_4)
0x03ABCC |     96 | FUN_0003abcc | undefined FUN_0003abcc(char * param_1, ulonglong param_2)
0x03AC2C |    492 | FUN_0003ac2c | undefined8 FUN_0003ac2c(char * param_1, ulonglong param_2, char * param_3)
0x03AE18 |    580 | FUN_0003ae18 | undefined8 FUN_0003ae18(char * param_1, ulonglong param_2, char * param_3, ulonglong param_4)
0x03B05C |    572 | FUN_0003b05c | undefined8 FUN_0003b05c(char * param_1, ulonglong param_2, char * param_3)
0x03B298 |    660 | FUN_0003b298 | undefined8 FUN_0003b298(char * param_1, ulonglong param_2, char * param_3, ulonglong param_4)
0x03B52C |    304 | FUN_0003b52c | short * FUN_0003b52c(short * param_1, short * param_2)
0x03B65C |    264 | FUN_0003b65c | ulonglong FUN_0003b65c(short * param_1)
0x03B764 |     68 | FUN_0003b764 | longlong FUN_0003b764(short * param_1)
0x03B7A8 |    204 | FUN_0003b7a8 | longlong FUN_0003b7a8(ushort * param_1, ushort * param_2)
0x03B874 |    292 | FUN_0003b874 | longlong FUN_0003b874(ushort * param_1, ushort * param_2, ulonglong param_3)
0x03B998 |    260 | FUN_0003b998 | short * FUN_0003b998(short * param_1, short * param_2)
0x03BA9C |     80 | FUN_0003ba9c | int FUN_0003ba9c(int param_1)
0x03BAEC |     96 | FUN_0003baec | longlong FUN_0003baec(uint param_1)
0x03BB4C |    308 | FUN_0003bb4c | ulonglong FUN_0003bb4c(ushort * param_1)
0x03BC80 |    124 | FUN_0003bc80 | bool FUN_0003bc80(byte param_1)
0x03BCFC |    428 | FUN_0003bcfc | undefined1 * FUN_0003bcfc(ushort * param_1, undefined1 * param_2)
0x03BEA8 |    332 | FUN_0003bea8 | uint * FUN_0003bea8(uint * param_1, char * param_2, ulonglong param_3)
0x03BFF4 |    224 | FUN_0003bff4 | ulonglong FUN_0003bff4(char * param_1)
0x03C0D4 |     64 | FUN_0003c0d4 | longlong FUN_0003c0d4(void)
0x03C114 |    208 | FUN_0003c114 | longlong FUN_0003c114(char * param_1, char * param_2)
0x03C1E4 |     80 | FUN_0003c1e4 | int FUN_0003c1e4(char param_1)
0x03C234 |     96 | FUN_0003c234 | longlong FUN_0003c234(char param_1)
0x03C294 |    300 | FUN_0003c294 | longlong FUN_0003c294(char * param_1, char * param_2, ulonglong param_3)
0x03C3C0 |    168 | FUN_0003c3c0 | char * FUN_0003c3c0(char * param_1, char * param_2, ulonglong param_3)
0x03C468 |    260 | FUN_0003c468 | char * FUN_0003c468(char * param_1, char * param_2)
0x03C56C |    304 | FUN_0003c56c | ulonglong FUN_0003c56c(char * param_1)
0x03C69C |    404 | FUN_0003c69c | ulonglong FUN_0003c69c(byte * param_1)
0x03C830 |    352 | FUN_0003c830 | short * FUN_0003c830(char * param_1, short * param_2)
0x03C990 |    156 | FUN_0003c990 | undefined FUN_0003c990(void)
0x03CA2C |    128 | FUN_0003ca2c | undefined2 FUN_0003ca2c(undefined2 * param_1)
0x03CAAC |    128 | FUN_0003caac | undefined4 FUN_0003caac(undefined1 * param_1, undefined4 param_2)
0x03CB2C |    136 | FUN_0003cb2c | undefined4 FUN_0003cb2c(undefined2 * param_1)
0x03CBB4 |    140 | FUN_0003cbb4 | uint FUN_0003cbb4(undefined1 * param_1, uint param_2)
0x03CC40 |    148 | FUN_0003cc40 | ulonglong FUN_0003cc40(undefined2 * param_1)
0x03CCD4 |    156 | FUN_0003ccd4 | ulonglong FUN_0003ccd4(undefined1 * param_1, ulonglong param_2)
0x03CD70 |     60 | FUN_0003cd70 | longlong FUN_0003cd70(longlong param_1, ulonglong param_2)
0x03CDAC |     60 | FUN_0003cdac | ulonglong FUN_0003cdac(ulonglong param_1, ulonglong param_2)
0x03CDE8 |     92 | FUN_0003cde8 | undefined8 FUN_0003cde8(undefined8 param_1)
0x03CE44 |     60 | FUN_0003ce44 | longlong FUN_0003ce44(longlong param_1, longlong param_2)
0x03CE80 |     64 | FUN_0003ce80 | ulonglong FUN_0003ce80(ulonglong param_1, uint param_2)
0x03CEC0 |     88 | FUN_0003cec0 | ulonglong FUN_0003cec0(ulonglong param_1, uint param_2, int * param_3)
0x03CF18 |     76 | FUN_0003cf18 | ulonglong FUN_0003cf18(ulonglong param_1, ulonglong param_2, longlong * param_3)
0x03CF64 |      8 | FUN_0003cf64 | undefined FUN_0003cf64(void)
0x03CF6C |    124 | FUN_0003cf6c | undefined FUN_0003cf6c(ulonglong param_1, ulonglong param_2)
0x03D008 |     12 | FUN_0003d008 | undefined FUN_0003d008(void)
0x03D044 |     12 | FUN_0003d044 | undefined FUN_0003d044(void)
0x03D050 |     12 | FUN_0003d050 | undefined FUN_0003d050(void)
0x03D068 |     16 | FUN_0003d068 | undefined8 FUN_0003d068(undefined8 param_1)
0x03D0E0 |     16 | FUN_0003d0e0 | undefined FUN_0003d0e0(void)
0x03D178 |    124 | FUN_0003d178 | ulonglong FUN_0003d178(void)
0x03D310 |    112 | FUN_0003d310 | ulonglong FUN_0003d310(void)
0x03D3F0 |    112 | FUN_0003d3f0 | ulonglong FUN_0003d3f0(void)
0x03D524 |      4 | FUN_0003d524 | undefined FUN_0003d524(void)
0x03D528 |     32 | FUN_0003d528 | undefined FUN_0003d528(undefined * param_1)
0x03D548 |    164 | FUN_0003d548 | undefined FUN_0003d548(undefined * param_1)
0x03D5F4 |      8 | FUN_0003d5f4 | undefined FUN_0003d5f4(void)
0x03D6F8 |      8 | FUN_0003d6f8 | undefined8 FUN_0003d6f8(void)
0x03D810 |     24 | FUN_0003d810 | bool FUN_0003d810(void)
0x03DA38 |     60 | FUN_0003da38 | undefined FUN_0003da38(void)
0x03DAB4 |    280 | FUN_0003dab4 | undefined8 FUN_0003dab4(longlong param_1, uint param_2)
0x03DBCC |    220 | FUN_0003dbcc | ulonglong FUN_0003dbcc(longlong param_1, uint param_2, char * param_3, int param_4)
0x03DCA8 |   5764 | FUN_0003dca8 | int FUN_0003dca8(longlong * param_1, int param_2)
0x03F32C |    336 | FUN_0003f32c | undefined4 FUN_0003f32c(longlong param_1, longlong param_2, uint param_3)
0x03F47C |    132 | FUN_0003f47c | undefined8 FUN_0003f47c(longlong param_1)
0x03F500 |   5848 | FUN_0003f500 | undefined FUN_0003f500(longlong * param_1, int param_2)
0x040BD8 |    768 | FUN_00040bd8 | undefined FUN_00040bd8(undefined1 * param_1, undefined8 * param_2, uint param_3)
0x040ED8 |   3016 | FUN_00040ed8 | ulonglong FUN_00040ed8(ulonglong param_1, ulonglong * param_2, uint param_3)
0x041AA0 |   1832 | FUN_00041aa0 | undefined8 FUN_00041aa0(int param_1, ushort * param_2, uint param_3, longlong * param_4, uint * param_5, undefined * param_6)
0x0421C8 |    128 | FUN_000421c8 | undefined FUN_000421c8(ulonglong param_1, longlong param_2, undefined * param_3)
0x042248 |     60 | FUN_00042248 | undefined FUN_00042248(void)
0x042284 |     56 | FUN_00042284 | undefined FUN_00042284(void)
0x0422BC |     76 | FUN_000422bc | ulonglong FUN_000422bc(ulonglong param_1, longlong param_2)
0x042308 |    116 | FUN_00042308 | undefined8 FUN_00042308(undefined8 param_1, longlong param_2)
0x04237C |    312 | FUN_0004237c | undefined8 FUN_0004237c(short * param_1, longlong param_2, longlong * param_3)
0x0424B4 |    220 | FUN_000424b4 | undefined FUN_000424b4(short * param_1)
0x042590 |     60 | FUN_00042590 | undefined8 FUN_00042590(void)
0x0425CC |    272 | FUN_000425cc | undefined8 FUN_000425cc(byte * param_1, undefined8 * param_2)
0x0426DC |    220 | FUN_000426dc | longlong FUN_000426dc(void)
0x0427B8 |    108 | FUN_000427b8 | undefined FUN_000427b8(void)
0x042824 |    156 | FUN_00042824 | short * FUN_00042824(short param_1, short * param_2)
0x0428C0 |    120 | FUN_000428c0 | short * FUN_000428c0(byte * param_1, short * param_2)
0x042938 |     72 | FUN_00042938 | undefined FUN_00042938(byte * param_1)
0x042A1C |    132 | FUN_00042a1c | undefined8 FUN_00042a1c(undefined8 param_1, longlong param_2)
0x042AA0 |    312 | FUN_00042aa0 | undefined FUN_00042aa0(void)
0x042BD8 |     84 | FUN_00042bd8 | undefined FUN_00042bd8(undefined8 param_1, longlong param_2)
0x042C2C |    220 | FUN_00042c2c | longlong FUN_00042c2c(void)
0x042D08 |    260 | FUN_00042d08 | undefined8 FUN_00042d08(void)
0x042E0C |    140 | FUN_00042e0c | longlong FUN_00042e0c(longlong param_1)
0x042E98 |     56 | FUN_00042e98 | undefined FUN_00042e98(void)
0x042ED0 |     76 | FUN_00042ed0 | undefined FUN_00042ed0(undefined8 * param_1, undefined8 * param_2)
0x042F1C |    236 | FUN_00042f1c | uint * FUN_00042f1c(uint * param_1, ulonglong param_2)
0x043008 |   2180 | FUN_00043008 | undefined4 FUN_00043008(longlong param_1, longlong param_2, ulonglong param_3)
0x04388C |    656 | FUN_0004388c | uint * FUN_0004388c(uint * param_1, ulonglong param_2, longlong * param_3)
0x043B1C |    552 | FUN_00043b1c | undefined4 FUN_00043b1c(undefined8 * param_1, undefined8 * param_2, int param_3)
0x043D44 |     92 | FUN_00043d44 | undefined8 FUN_00043d44(void)
0x043DA0 |  10652 | FUN_00043da0 | undefined FUN_00043da0(undefined8 * param_1, ulonglong param_2, ulonglong param_3, undefined * param_4)
0x04673C |     56 | FUN_0004673c | undefined FUN_0004673c(undefined8 * param_1, ulonglong param_2, ulonglong param_3, undefined * param_4)
0x046774 |     72 | FUN_00046774 | undefined FUN_00046774(void)
0x0467BC |    100 | FUN_000467bc | undefined FUN_000467bc(void)
0x046820 |    120 | FUN_00046820 | longlong FUN_00046820(ulonglong param_1)
0x046898 |     56 | FUN_00046898 | undefined FUN_00046898(void)
0x0468D0 |    184 | FUN_000468d0 | uint * FUN_000468d0(char * param_1)
0x046988 |     72 | FUN_00046988 | undefined FUN_00046988(char * param_1, char param_2)
0x0469D0 |    496 | FUN_000469d0 | ulonglong FUN_000469d0(byte * param_1, longlong * param_2, uint param_3)
0x046BC0 |     56 | FUN_00046bc0 | undefined FUN_00046bc0(char * param_1)
0x046BF8 |     56 | FUN_00046bf8 | undefined FUN_00046bf8(undefined8 * param_1, undefined8 * param_2, ulonglong param_3)
0x046C30 |     60 | FUN_00046c30 | undefined FUN_00046c30(char * param_1, char * param_2, ulonglong param_3)
0x046C6C |     68 | FUN_00046c6c | undefined FUN_00046c6c(char * param_1, char param_2, longlong param_3)
0x046CB0 |     68 | FUN_00046cb0 | undefined FUN_00046cb0(uint * param_1, byte param_2, ulonglong param_3)
0x046CF4 |     72 | FUN_00046cf4 | undefined FUN_00046cf4(longlong param_1)
0x046D3C |    292 | FUN_00046d3c | undefined8 * FUN_00046d3c(longlong param_1, char * param_2, int param_3)
0x046E60 |     92 | FUN_00046e60 | undefined FUN_00046e60(longlong param_1, char * param_2)
0x046EBC |    220 | FUN_00046ebc | undefined8 FUN_00046ebc(longlong param_1, uint param_2)
0x046F98 |    328 | FUN_00046f98 | undefined4 FUN_00046f98(undefined8 * param_1, longlong param_2)
0x0470E0 |    128 | FUN_000470e0 | int FUN_000470e0(undefined8 * param_1, undefined8 * param_2)
0x0471AC |    152 | FUN_000471ac | uint FUN_000471ac(longlong param_1)
0x047244 |    168 | FUN_00047244 | uint FUN_00047244(undefined8 * param_1)
0x0472EC |    228 | FUN_000472ec | undefined FUN_000472ec(undefined8 * param_1, longlong param_2, int * param_3)
0x0473D0 |    248 | FUN_000473d0 | undefined8 * FUN_000473d0(uint * param_1)
0x0474C8 |    272 | FUN_000474c8 | longlong * FUN_000474c8(longlong param_1, uint param_2, uint * param_3, int param_4)
0x0475D8 |    452 | FUN_000475d8 | uint FUN_000475d8(longlong * param_1, uint * param_2, uint param_3)
0x04779C |    200 | FUN_0004779c | bool FUN_0004779c(longlong * param_1, char * param_2, int param_3)
0x047864 |    240 | FUN_00047864 | longlong * FUN_00047864(longlong param_1, uint * param_2)
0x047954 |    136 | FUN_00047954 | undefined FUN_00047954(undefined8 * param_1)
0x0479DC |    188 | FUN_000479dc | undefined8 FUN_000479dc(undefined8 * param_1, undefined8 * param_2)
0x047A98 |    308 | FUN_00047a98 | longlong FUN_00047a98(undefined8 * param_1, char * param_2, int param_3)
0x047BCC |     92 | FUN_00047bcc | undefined FUN_00047bcc(undefined8 * param_1, char * param_2)
0x047C28 |    308 | FUN_00047c28 | longlong FUN_00047c28(undefined8 * param_1, char * param_2, int param_3)
0x047D5C |     92 | FUN_00047d5c | undefined FUN_00047d5c(undefined8 * param_1, char * param_2)
0x047DB8 |    128 | FUN_00047db8 | longlong FUN_00047db8(longlong * param_1, uint * param_2)
0x047E38 |    160 | FUN_00047e38 | longlong FUN_00047e38(undefined8 * param_1, char * param_2, uint * param_3)
0x047ED8 |    300 | FUN_00047ed8 | uint FUN_00047ed8(undefined8 * param_1)
0x048004 |    180 | FUN_00048004 | undefined8 * FUN_00048004(undefined8 * param_1, ulonglong param_2, int param_3)
0x0480B8 |    188 | FUN_000480b8 | undefined8 * FUN_000480b8(undefined8 * param_1, char * param_2)
0x048174 |    748 | FUN_00048174 | undefined4 FUN_00048174(longlong * param_1, uint * param_2, uint * param_3)
0x048460 |    404 | FUN_00048460 | int FUN_00048460(longlong * param_1, uint * param_2, uint * param_3)
0x0485F4 |     96 | FUN_000485f4 | undefined1[16] FUN_000485f4(void)
0x048654 |     76 | FUN_00048654 | undefined FUN_00048654(undefined8 * param_1)
0x0486A0 |    444 | FUN_000486a0 | undefined8 FUN_000486a0(uint * param_1, longlong * param_2)
0x04885C |    428 | FUN_0004885c | uint FUN_0004885c(longlong param_1, int param_2, longlong * param_3)
0x048A08 |    420 | FUN_00048a08 | longlong FUN_00048a08(int * param_1, char * param_2)
0x048BAC |    180 | FUN_00048bac | undefined FUN_00048bac(undefined8 * param_1, undefined8 * param_2, ulonglong param_3)
0x048C60 |    160 | FUN_00048c60 | undefined FUN_00048c60(void)
0x048D00 |    260 | FUN_00048d00 | undefined8 FUN_00048d00(uint param_1, undefined4 param_2, undefined4 param_3, undefined8 param_4, undefined8 param_5)
0x048E04 |     68 | FUN_00048e04 | undefined4 FUN_00048e04(void)
0x048E48 |     68 | FUN_00048e48 | undefined1 FUN_00048e48(void)
0x048E8C |     68 | FUN_00048e8c | undefined1 FUN_00048e8c(void)
0x048ED0 |    532 | FUN_00048ed0 | undefined8 FUN_00048ed0(uint param_1, undefined4 param_2, undefined4 param_3, undefined * param_4, undefined2 * param_5, undefined8 * param_6, ulonglong param_7)
0x0490E4 |    212 | FUN_000490e4 | undefined FUN_000490e4(short * param_1, ulonglong param_2, short * param_3, longlong * param_4)
0x0491B8 |    144 | FUN_000491b8 | undefined FUN_000491b8(short * param_1, ulonglong param_2, short * param_3)
0x049248 |    172 | FUN_00049248 | undefined FUN_00049248(short * param_1, ulonglong param_2, short * param_3, longlong * param_4)
0x0492F4 |     96 | FUN_000492f4 | undefined FUN_000492f4(short * param_1, longlong param_2, short * param_3, longlong * param_4)
0x049354 |    144 | FUN_00049354 | undefined FUN_00049354(short * param_1, longlong param_2, short * param_3)
0x0493E4 |    104 | FUN_000493e4 | undefined FUN_000493e4(undefined1 * param_1, undefined1 * param_2, longlong param_3, undefined4 param_4, longlong param_5)
0x04944C |    120 | FUN_0004944c | char * FUN_0004944c(char * param_1, ulonglong param_2, uint param_3)
0x0494C4 |   4044 | FUN_000494c4 | ulonglong FUN_000494c4(short * param_1, longlong param_2, ulonglong param_3, short * param_4, longlong * param_5, ulonglong * param_6)
0x04A490 |    144 | FUN_0004a490 | undefined FUN_0004a490(void)
0x04A520 |     84 | FUN_0004a520 | undefined FUN_0004a520(void)
0x04A574 |    276 | FUN_0004a574 | undefined FUN_0004a574(int param_1, uint param_2, uint param_3, undefined8 param_4, undefined4 param_5)
