# String cross-references for exploit-relevant strings
# StringAddr | String | RefFrom | RefType | Function
#---
0x070C57 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00CCD8 | PARAM | FUN_0000ca40 @ 0xca40
0x0710C6 | "Dl/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/ed..." | (no xrefs) | - | -
0x0711D2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DA30 | PARAM | FUN_0000d9f4 @ 0xd9f4
0x0711D2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DA60 | PARAM | FUN_0000d9f4 @ 0xd9f4
0x0712AF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DAE8 | PARAM | FUN_0000daa0 @ 0xdaa0
0x0712AF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DB10 | PARAM | FUN_0000daa0 @ 0xdaa0
0x0712AF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DB44 | PARAM | FUN_0000daa0 @ 0xdaa0
0x0712AF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DB78 | PARAM | FUN_0000daa0 @ 0xdaa0
0x0713F1 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DC30 | PARAM | FUN_0000dbe4 @ 0xdbe4
0x0714A7 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DCE8 | PARAM | FUN_0000dc9c @ 0xdc9c
0x0714A7 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x00DD1C | PARAM | FUN_0000dc9c @ 0xdc9c
0x071526 | "Fastboot USB: Unable to free Tx Buffer\n" | 0x00E2D4 | PARAM | FUN_0000e240 @ 0xe240
0x07154E | "Fastboot USB: Unable to free Rx Buffer\n" | 0x00E2AC | PARAM | FUN_0000e240 @ 0xe240
0x071576 | "Fastboot Device connected\n" | 0x00E3D0 | PARAM | FUN_0000e30c @ 0xe30c
0x071591 | "Fastboot Device disconnected\n" | 0x00E428 | PARAM | FUN_0000e30c @ 0xe30c
0x0715E3 | "Fastboot Build Info: %a %a\n" | 0x00EB18 | PARAM | FUN_0000eadc @ 0xeadc
0x0715E3 | "Fastboot Build Info: %a %a\n" | 0x00E620 | PARAM | FUN_0000e5e4 @ 0xe5e4
0x071608 | "couldnt Start fastboot usb device, exiting" | 0x00EB60 | PARAM | FUN_0000eadc @ 0xeadc
0x071608 | "couldnt Start fastboot usb device, exiting" | 0x00E668 | PARAM | FUN_0000e5e4 @ 0xe5e4
0x071633 | "Fastboot: Processing commands\n" | 0x00EB84 | PARAM | FUN_0000eadc @ 0xeadc
0x071633 | "Fastboot: Processing commands\n" | 0x00E68C | PARAM | FUN_0000e5e4 @ 0xe5e4
0x071633 | "Fastboot: Processing commands\n" | 0x00EA3C | PARAM | FUN_0000e79c @ 0xe79c
0x071698 | "couldnt uninit fastboot\n" | 0x00EC34 | PARAM | FUN_0000eadc @ 0xeadc
0x071698 | "couldnt uninit fastboot\n" | 0x00E744 | PARAM | FUN_0000e5e4 @ 0xe5e4
0x071771 | "couldnt init fastboot , exiting" | 0x00E8EC | PARAM | FUN_0000e79c @ 0xe79c
0x071791 | "Error start the usb device, cannot enter fastboot mode\n" | 0x00EA70 | PARAM | FUN_0000e79c @ 0xe79c
0x0717C9 | "Error Allocate RX buffer, cannot enter fastboot mode\n" | 0x00EAAC | PARAM | FUN_0000e79c @ 0xe79c
0x0717FF | "Error Allocate TX buffer, cannot enter fastboot mode\n" | 0x00EAD0 | PARAM | FUN_0000e79c @ 0xe79c
0x071A96 | "Fastboot: %a unable to locate FbChargerProtocol %r\n" | 0x00F8C8 | PARAM | FUN_0000f860 @ 0xf860
0x071A96 | "Fastboot: %a unable to locate FbChargerProtocol %r\n" | 0x011E98 | PARAM | FUN_00011e30 @ 0x11e30
0x071A96 | "Fastboot: %a unable to locate FbChargerProtocol %r\n" | 0x0103D4 | PARAM | FUN_00010078 @ 0x10078
0x071A96 | "Fastboot: %a unable to locate FbChargerProtocol %r\n" | 0x011F88 | PARAM | FUN_00011f20 @ 0x11f20
0x071A96 | "Fastboot: %a unable to locate FbChargerProtocol %r\n" | 0x016820 | PARAM | FUN_0001679c @ 0x1679c
0x071A96 | "Fastboot: %a unable to locate FbChargerProtocol %r\n" | 0x0168BC | PARAM | FUN_0001679c @ 0x1679c
0x071B0D | "Slot Change is not allowed in Lock State\n" | 0x00FA20 | PARAM | (none)
0x071BA9 | "set_active _a or _b should be entered" | 0x00FA40 | PARAM | (none)
0x071BCF | "set_active failed" | 0x00FC80 | PARAM | (none)
0x071BEF | "Failed to free up fastboot buffer\n" | 0x01074C | PARAM | FUN_000106e4 @ 0x106e4
0x071C12 | "Fastboot: Initializing...\n" | 0x010830 | PARAM | FUN_000107d8 @ 0x107d8
0x071C2D | "Fastboot: Couldn't disable watchdog timer: %r\n" | 0x010920 | PARAM | FUN_000107d8 @ 0x107d8
0x071C5C | "Couldn't create Fastboot protocol send event: %r\n" | 0x010954 | PARAM | FUN_000107d8 @ 0x107d8
0x071C8E | "Failed to get free memory for fastboot buffer\n" | 0x010B64 | PARAM | FUN_000107d8 @ 0x107d8
0x071CBD | "ERROR: Allocation fail for minimim buffer for fastboot\n" | 0x010B38 | PARAM | FUN_000107d8 @ 0x107d8
0x071CF5 | "Not enough memory to Allocate Fastboot Buffer\n" | 0x010B9C | PARAM | FUN_000107d8 @ 0x107d8
0x071D24 | "Fastboot Buffer Size allocated: %ld\n" | 0x010BE8 | PARAM | FUN_000107d8 @ 0x107d8
0x071D6B | "boot_a partition deleted\n" | 0x01197C | PARAM | FUN_0001190c @ 0x1190c
0x071D85 | "Failed to delete boot_a partition\n" | 0x011954 | PARAM | FUN_0001190c @ 0x1190c
0x071DA8 | "boot_b partition deleted\n" | 0x0119E4 | PARAM | FUN_0001190c @ 0x1190c
0x071DC2 | "Failed to delete boot_b partition\n" | 0x0119BC | PARAM | FUN_0001190c @ 0x1190c
0x071EF3 | "Download Finished\n" | 0x00FEDC | PARAM | FUN_0000fe30 @ 0xfe30
0x071F1B | "Failed to creat event for waiting flash completely" | 0x010040 | PARAM | FUN_0000fe30 @ 0xfe30
0x071F4E | "Failed to set timer for waiting flash completely" | 0x00FFA8 | PARAM | FUN_0000fe30 @ 0xfe30
0x071F4E | "Failed to set timer for waiting flash completely" | 0x011D70 | PARAM | (none)
0x0720BE | "Error: Last flash failed" | 0x0101F0 | PARAM | FUN_00010078 @ 0x10078
0x0720D7 | "erase" | 0x0102BC | PARAM | FUN_00010078 @ 0x10078
0x0720D7 | "erase" | 0x0102E8 | PARAM | FUN_00010078 @ 0x10078
0x0720D7 | "erase" | 0x010480 | PARAM | FUN_00010078 @ 0x10078
0x0720D7 | "erase" | 0x0104AC | PARAM | FUN_00010078 @ 0x10078
0x0720F0 | "getvar:partition-type" | 0x010510 | PARAM | FUN_00010078 @ 0x10078
0x0720F0 | "getvar:partition-type" | 0x01053C | PARAM | FUN_00010078 @ 0x10078
0x072106 | "\nFastboot Send Fail\n" | 0x0105B4 | PARAM | FUN_00010078 @ 0x10078
0x07211B | "unknown command" | 0x0105C4 | PARAM | FUN_00010078 @ 0x10078
0x07212B | "Fastboot: Unable to verify if the target is battery powered. Assume device is..." | 0x010464 | PARAM | FUN_00010078 @ 0x10078
0x072187 | "Fastboot: Charger's status is unknown.\r\n" | 0x010628 | PARAM | FUN_00010078 @ 0x10078
0x0721B0 | "Fastboot: A fuel gauge's status is unknown.\r\n" | 0x01066C | PARAM | FUN_00010078 @ 0x10078
0x0721F5 | "Fastboot: %a IsChargingSupported failed %r\n" | 0x01042C | PARAM | FUN_00010078 @ 0x10078
0x072234 | "Fastboot: %a IsDcInConnected failed %r\n" | 0x011EDC | PARAM | FUN_00011e30 @ 0x11e30
0x07226F | "Fastboot: %a GetBatteryCapacity failed %r\n" | 0x011FCC | PARAM | FUN_00011f20 @ 0x11f20
0x07229A | "flash:" | 0x0116B4 | PARAM | FUN_000107d8 @ 0x107d8
0x07229A | "flash:" | 0x073D38 | DATA | (none)
0x0722A1 | "erase:" | 0x073D48 | DATA | (none)
0x0722A8 | "set_active" | 0x073D58 | DATA | (none)
0x0722B3 | "flashing get_unlock_ability" | 0x073D68 | DATA | (none)
0x0722CF | "flashing unlock" | 0x073D78 | DATA | (none)
0x0722DF | "flashing lock" | 0x073D88 | DATA | (none)
0x0722ED | "oem get_unlock_bootloader_nonce" | 0x073D98 | DATA | (none)
0x07230D | "flashing get_unlock_bootloader_nonce" | 0x073DA8 | DATA | (none)
0x072332 | "flashing unlock_bootloader" | 0x073DB8 | DATA | (none)
0x07234D | "flashing unlock_critical" | 0x073DC8 | DATA | (none)
0x072366 | "flashing lock_critical" | 0x073DD8 | DATA | (none)
0x07237D | "oem device-info" | 0x073DE8 | DATA | (none)
0x0723BD | "continue" | 0x073E28 | DATA | (none)
0x0723FD | "reboot-recovery" | 0x073E78 | DATA | (none)
0x07240D | "reboot-fastboot" | 0x073E88 | DATA | (none)
0x07241D | "reboot-bootloader" | 0x073E98 | DATA | (none)
0x07242F | "getvar:" | 0x073EA8 | DATA | (none)
0x072437 | "download:" | 0x073EB8 | DATA | (none)
0x072473 | "max-download-size" | 0x010D2C | PARAM | FUN_000107d8 @ 0x107d8
0x0724F8 | "erase-block-size" | 0x01152C | PARAM | FUN_000107d8 @ 0x107d8
0x072509 | "version-bootloader" | 0x011548 | PARAM | FUN_000107d8 @ 0x107d8
0x072539 | "parallel-download-flash" | 0x011694 | PARAM | FUN_000107d8 @ 0x107d8
0x072551 | "IsAllowUnlock is %d\n" | 0x011710 | PARAM | FUN_000107d8 @ 0x107d8
0x072566 | "No data to flash" | 0x0120A4 | PARAM | FUN_00012010 @ 0x12010
0x07258E | "unlock_bootloader\n" | 0x01221C | PARAM | FUN_00012010 @ 0x12010
0x0725A1 | "Flashing is not allowed in Lock State" | 0x01223C | PARAM | FUN_00012010 @ 0x12010
0x0725C7 | "Flashing is not allowed for Critical Partitions\n" | 0x013BDC | PARAM | FUN_00012010 @ 0x12010
0x0725C7 | "Flashing is not allowed for Critical Partitions\n" | 0x0122A0 | PARAM | FUN_00012010 @ 0x12010
0x0725F8 | "Flashing is not allowed for persist partition\n" | 0x0122BC | PARAM | FUN_00012010 @ 0x12010
0x072627 | "flashing avb_custom_key\n" | 0x012264 | PARAM | FUN_00012010 @ 0x12010
0x0727C2 | "(%s) No such partition" | 0x012D14 | PARAM | FUN_00012010 @ 0x12010
0x0727D9 | "Error flashing partition" | 0x012D38 | PARAM | FUN_00012010 @ 0x12010
0x0727F2 | "flash image status:  %r\n" | 0x012CE8 | PARAM | FUN_00012010 @ 0x12010
0x07282E | "Invalid OEM Unlock-allow Request" | 0x015AA4 | PARAM | FUN_00015a60 @ 0x15a60
0x072865 | "Unlock-allow request cannot be reused." | 0x015B88 | PARAM | FUN_00015a60 @ 0x15a60
0x07288C | "OEM Unlock-allow Request Failed" | 0x015B64 | PARAM | FUN_00015a60 @ 0x15a60
0x0728AC | "Fastboot unlock is now allowed." | 0x015CA0 | PARAM | FUN_00015a60 @ 0x15a60
0x0729C5 | "Error boot partition for slot: %s not found\n" | 0x01652C | PARAM | FUN_00016248 @ 0x16248
0x072A72 | "Multi Slot boot is not supported\n" | 0x013020 | PARAM | FUN_00012010 @ 0x12010
0x072B6D | "slot-unbootable" | 0x013168 | PARAM | FUN_00012010 @ 0x12010
0x072B6D | "slot-unbootable" | 0x013194 | PARAM | FUN_00012010 @ 0x12010
0x072B9B | "partition-type:system" | 0x013228 | PARAM | FUN_00012010 @ 0x12010
0x072B9B | "partition-type:system" | 0x013254 | PARAM | FUN_00012010 @ 0x12010
0x072BB1 | "partition-size:system" | 0x013268 | PARAM | FUN_00012010 @ 0x12010
0x072BB1 | "partition-size:system" | 0x013294 | PARAM | FUN_00012010 @ 0x12010
0x07311C | "UBI Image flashing not supported.\n" | 0x012B4C | PARAM | FUN_00012010 @ 0x12010
0x0732E1 | "Erase is not allowed in Lock State" | 0x01414C | PARAM | (none)
0x073304 | "Erase is not allowed for Critical Partitions\n" | 0x0141B0 | PARAM | (none)
0x073332 | "Erase is not allowed for persist partition\n" | 0x0142D0 | PARAM | (none)
0x0733AA | "Couldn't erase image:  %r\n" | 0x0142A8 | PARAM | (none)
0x0733C5 | "get_unlock_ability: %d" | 0x0142FC | PARAM | (none)
0x0733F1 | "unlocked!" | (no xrefs) | - | -
0x0733FB | "Flashing Unlock is not allowed\n" | 0x0166FC | PARAM | FUN_00016654 @ 0x16654
0x073435 | "Error locating PRNG protocol. Failed to generate nonce:%r\n" | 0x014430 | PARAM | (none)
0x0734AF | "OEM Unlock Request Failed:%r\n" | 0x0144D8 | PARAM | (none)
0x0734CD | "OEM Unlock Request Failed" | 0x0144EC | PARAM | (none)
0x0734E7 | "Unlock Request: %016lx%a" | 0x014528 | PARAM | (none)
0x073510 | "Device unlocked: %a" | 0x01467C | PARAM | (none)
0x073524 | "Device critical unlocked: %a" | 0x0146A8 | PARAM | (none)
0x073559 | "Device unsealed: %a" | 0x014714 | PARAM | (none)
0x0735A5 | "rebooting the device\n" | 0x014878 | PARAM | (none)
0x0735BB | "Failed to reboot" | 0x0148B4 | PARAM | (none)
0x0735BB | "Failed to reboot" | 0x014960 | PARAM | (none)
0x0735BB | "Failed to reboot" | 0x014A10 | PARAM | (none)
0x0735BB | "Failed to reboot" | 0x014A94 | PARAM | (none)
0x0735CC | "Failed to reboot to recovery mode" | 0x014900 | PARAM | (none)
0x0735EE | "rebooting the device to recovery\n" | 0x014928 | PARAM | (none)
0x073610 | "Failed to reboot to fastboot mode" | 0x0149B0 | PARAM | (none)
0x073632 | "rebooting the device to fastbootd\n" | 0x0149D8 | PARAM | (none)
0x073655 | "Rebooting the device into bootloader mode\n" | 0x014A58 | PARAM | (none)
0x0736B5 | "Fastboot: %a ReadAdapterVoltage failed %r\n" | 0x016860 | PARAM | FUN_0001679c @ 0x1679c
0x0736F5 | "Fastboot: %a GetBatteryCycleCount failed %r\n" | 0x0168FC | PARAM | FUN_0001679c @ 0x1679c
0x07373D | "ERROR: Fail to get the number of bytes to download.\n" | 0x014E10 | PARAM | (none)
0x073772 | "Failed to get the number of bytes to download" | 0x014E20 | PARAM | (none)
0x0737A0 | "ERROR: Data size (%d) is more than max download size (%d)\n" | 0x014DD4 | PARAM | (none)
0x0737DB | "Requested download size is more than max allowed\n" | 0x014DE4 | PARAM | (none)
0x07380D | "CmdDownload: Send 12 %a\n" | 0x014EE8 | PARAM | (none)
0x0738CD | "boot_" | 0x0153D4 | PARAM | FUN_00014fe0 @ 0x14fe0
0x0738E4 | "slot-unbootable:" | 0x0155B4 | PARAM | FUN_00014fe0 @ 0x14fe0
0x0738E4 | "slot-unbootable:" | 0x01560C | PARAM | FUN_00014fe0 @ 0x14fe0
0x07390C | "has-slot:boot" | 0x015818 | PARAM | FUN_00014fe0 @ 0x14fe0
0x073945 | "partition-size:" | 0x010E78 | PARAM | FUN_000107d8 @ 0x107d8
0x073945 | "partition-size:" | 0x010EC8 | PARAM | FUN_000107d8 @ 0x107d8
0x073955 | "partition-type:" | 0x010F24 | PARAM | FUN_000107d8 @ 0x107d8
0x073955 | "partition-type:" | 0x010F80 | PARAM | FUN_000107d8 @ 0x107d8
0x073A91 | "reboot-reason" | 0x011630 | PARAM | FUN_000107d8 @ 0x107d8
0x073AF2 | "boot_a" | 0x01191C | PARAM | FUN_0001190c @ 0x1190c
0x073AF2 | "boot_a" | 0x0302D0 | PARAM | FUN_00030200 @ 0x30200
0x073B00 | "boot_b" | 0x01198C | PARAM | FUN_0001190c @ 0x1190c
0x073B00 | "boot_b" | 0x0302D0 | PARAM | FUN_00030200 @ 0x30200
0x073B3E | "unlock_bootloader" | 0x0120F0 | PARAM | FUN_00012010 @ 0x12010
0x073B3E | "unlock_bootloader" | 0x012120 | PARAM | FUN_00012010 @ 0x12010
0x074077 | "Boot partition is locked.\n" | 0x016B78 | PARAM | (none)
0x0740CD | "Failed to set sealed state" | 0x016B94 | PARAM | (none)
0x0740FB | "Adb is now locked" | 0x016C00 | PARAM | (none)
0x0747E6 | "Error locating PRNG protocol, using default canary :%r\n" | 0x0174CC | PARAM | FUN_0001747c @ 0x1747c
0x0748AF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x017874 | PARAM | FUN_00017810 @ 0x17810
0x074AA7 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0183E0 | PARAM | FUN_0001836c @ 0x1836c
0x074AA7 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0185C0 | PARAM | FUN_0001854c @ 0x1854c
0x074CD6 | "Getting device serial number from flash storage...\n" | 0x019590 | PARAM | FUN_000191c0 @ 0x191c0
0x0751A6 | "ERROR: Can not shutdown UEFI boot services. Status=0x%X\n" | 0x01B330 | PARAM | FUN_00019d38 @ 0x19d38
0x075251 | "Invalid boot image header\n" | 0x01C07C | PARAM | FUN_0001c000 @ 0x1c000
0x0753E1 | "Invalid boot image header: %d\n" | 0x01C5A0 | PARAM | FUN_0001c000 @ 0x1c000
0x0753E1 | "Invalid boot image header: %d\n" | 0x031B7C | PARAM | FUN_00031ac8 @ 0x31ac8
0x07606B | "Error while DTB parse continue with next DTB\n" | 0x01E794 | PARAM | FUN_0001d04c @ 0x1d04c
0x076099 | "Error while DTB parsing RTIC prop continue with next DTB\n" | 0x01E7EC | PARAM | FUN_0001d04c @ 0x1d04c
0x076099 | "Error while DTB parsing RTIC prop continue with next DTB\n" | 0x01EDD8 | PARAM | FUN_0001ec34 @ 0x1ec34
0x077067 | "bootargs" | 0x021F98 | PARAM | FUN_00020fb8 @ 0x20fb8
0x077070 | "ERROR: Cannot update chosen node [bootargs] - 0x%x\n" | 0x021FD4 | PARAM | FUN_00020fb8 @ 0x20fb8
0x0778F8 | "Error locating PRNG protocol. Fail to generate Kaslr seed:%r\n" | 0x022034 | PARAM | FUN_00020fb8 @ 0x20fb8
0x0779CA | "androidboot.hardware=cipher" | 0x022AF8 | PARAM | FUN_00022ad8 @ 0x22ad8
0x077F5B | "Waiting for the erase event to signal the completion\n" | 0x0241A8 | PARAM | FUN_00024078 @ 0x24078
0x078229 | " androidboot.baseband=" | 0x0250A8 | PARAM | FUN_000247c0 @ 0x247c0
0x078229 | " androidboot.baseband=" | 0x0259AC | PARAM | FUN_000247c0 @ 0x247c0
0x07833E | " androidboot.hw_major=" | 0x024A9C | PARAM | FUN_000247c0 @ 0x247c0
0x07833E | " androidboot.hw_major=" | 0x025BAC | PARAM | FUN_000247c0 @ 0x247c0
0x078355 | " androidboot.hw_minor=" | 0x024B1C | PARAM | FUN_000247c0 @ 0x247c0
0x078355 | " androidboot.hw_minor=" | 0x025C14 | PARAM | FUN_000247c0 @ 0x247c0
0x07837B | " androidboot.wlan_mac=" | 0x024C40 | PARAM | FUN_000247c0 @ 0x247c0
0x07837B | " androidboot.wlan_mac=" | 0x025C9C | PARAM | FUN_000247c0 @ 0x247c0
0x078392 | " androidboot.bt_mac=" | 0x024C8C | PARAM | FUN_000247c0 @ 0x247c0
0x078392 | " androidboot.bt_mac=" | 0x025CC8 | PARAM | FUN_000247c0 @ 0x247c0
0x0783A7 | " androidboot.hardware=" | 0x024CD8 | PARAM | FUN_000247c0 @ 0x247c0
0x0783A7 | " androidboot.hardware=" | 0x025CF4 | PARAM | FUN_000247c0 @ 0x247c0
0x0783BE | " androidboot.model=" | 0x024D24 | PARAM | FUN_000247c0 @ 0x247c0
0x0783BE | " androidboot.model=" | 0x025D20 | PARAM | FUN_000247c0 @ 0x247c0
0x0783D2 | " androidboot.bootdevice=" | 0x0256B0 | PARAM | FUN_000247c0 @ 0x247c0
0x0783D2 | " androidboot.bootdevice=" | 0x024EE8 | PARAM | FUN_000247c0 @ 0x247c0
0x0783EB | " androidboot.boot_devices=soc/" | 0x0258BC | PARAM | FUN_000247c0 @ 0x247c0
0x0783EB | " androidboot.boot_devices=soc/" | 0x024F30 | PARAM | FUN_000247c0 @ 0x247c0
0x07840A | " androidboot.serialno=" | 0x024F6C | PARAM | FUN_000247c0 @ 0x247c0
0x078421 | " androidboot.mode=" | 0x024FF0 | PARAM | FUN_000247c0 @ 0x247c0
0x07843B | " androidboot.alarmboot=true" | 0x02507C | PARAM | FUN_000247c0 @ 0x247c0
0x078457 | " androidboot.mode=charger" | 0x025090 | PARAM | FUN_000247c0 @ 0x247c0
0x078477 | " androidboot.slot_suffix=" | 0x025108 | PARAM | FUN_000247c0 @ 0x247c0
0x0784DA | " androidboot.dtbo_idx=" | 0x0252FC | PARAM | FUN_000247c0 @ 0x247c0
0x0784F1 | " androidboot.dtb_idx=" | 0x025358 | PARAM | FUN_000247c0 @ 0x247c0
0x078507 | " androidboot.secure=" | 0x0253A8 | PARAM | FUN_000247c0 @ 0x247c0
0x07851C | " androidboot.force_enable_usb_adb=" | 0x025400 | PARAM | FUN_000247c0 @ 0x247c0
0x07851C | " androidboot.force_enable_usb_adb=" | 0x02579C | DATA | FUN_000247c0 @ 0x247c0
0x07851C | " androidboot.force_enable_usb_adb=" | 0x02578C | PARAM | FUN_000247c0 @ 0x247c0
0x07851C | " androidboot.force_enable_usb_adb=" | 0x025D60 | PARAM | FUN_000247c0 @ 0x247c0
0x07853F | " androidboot.version_bootloader=" | 0x02545C | PARAM | FUN_000247c0 @ 0x247c0
0x07853F | " androidboot.version_bootloader=" | 0x0257B0 | DATA | FUN_000247c0 @ 0x247c0
0x07853F | " androidboot.version_bootloader=" | 0x0257A4 | PARAM | FUN_000247c0 @ 0x247c0
0x07853F | " androidboot.version_bootloader=" | 0x025D84 | PARAM | FUN_000247c0 @ 0x247c0
0x078560 | " androidboot.orientation=" | 0x0254C0 | PARAM | FUN_000247c0 @ 0x247c0
0x078560 | " androidboot.orientation=" | 0x0257C4 | DATA | FUN_000247c0 @ 0x247c0
0x078560 | " androidboot.orientation=" | 0x025DA8 | PARAM | FUN_000247c0 @ 0x247c0
0x07857A | " androidboot.bootreason=" | 0x025520 | PARAM | FUN_000247c0 @ 0x247c0
0x07857A | " androidboot.bootreason=" | 0x0257D0 | DATA | FUN_000247c0 @ 0x247c0
0x07857A | " androidboot.bootreason=" | 0x025DCC | PARAM | FUN_000247c0 @ 0x247c0
0x078593 | " androidboot.boottime=" | 0x025580 | PARAM | FUN_000247c0 @ 0x247c0
0x078593 | " androidboot.boottime=" | 0x0257D4 | DATA | FUN_000247c0 @ 0x247c0
0x078593 | " androidboot.boottime=" | 0x025DF0 | PARAM | FUN_000247c0 @ 0x247c0
0x0785DA | "androidboot.console=" | 0x025828 | PARAM | FUN_000247c0 @ 0x247c0
0x078C00 | "Backup the boot logo blt buffer failed: %r\n" | 0x02BA90 | PARAM | FUN_0002b870 @ 0x2b870
0x078D1A | "Failed to update fastboot option item\n" | 0x02C52C | PARAM | (none)
0x078D1A | "Failed to update fastboot option item\n" | 0x02C608 | PARAM | (none)
0x078EDF | "Failed to update the unlock status: %r\n" | 0x02C82C | PARAM | FUN_0002c734 @ 0x2c734
0x078F2D | "Unlock" | (no xrefs) | - | -
0x078F39 | "Creating unlock keys detect event\n" | (no xrefs) | - | -
0x079096 | "Unable to show fastboot menu on screen: %r\n" | 0x02CFCC | PARAM | FUN_0002cb04 @ 0x2cb04
0x0790C2 | "Creating fastboot menu keys detect event\n" | 0x02D018 | PARAM | FUN_0002cb04 @ 0x2cb04
0x0790EC | "\nProcessing fastboot commands, keys are now disabled\n\n" | 0x02CBF0 | PARAM | FUN_0002cb04 @ 0x2cb04
0x07931D | "Unsupported  boot device type\n" | 0x02EDEC | PARAM | FUN_0002e3b4 @ 0x2e3b4
0x0795BD | "IsCurrentSlotBootable: No boot partition entry for slot %s\n" | 0x030198 | PARAM | FUN_0003008c @ 0x3008c
0x079619 | "Slot %s is unbootable \n" | 0x0301C0 | PARAM | FUN_0003008c @ 0x3008c
0x079667 | "SetActiveSlot: No boot partition entry for slot %s\n" | 0x030704 | PARAM | FUN_000303cc @ 0x303cc
0x079667 | "SetActiveSlot: No boot partition entry for slot %s\n" | 0x0306D4 | PARAM | FUN_000303cc @ 0x303cc
0x0796E8 | "Reboot Required\n" | 0x0308A0 | PARAM | FUN_000303cc @ 0x303cc
0x0796E8 | "Reboot Required\n" | 0x030ED0 | PARAM | FUN_000303cc @ 0x303cc
0x07973F | "HandleActiveSlotUnbootable" | 0x030FE8 | PARAM | FUN_00030f58 @ 0x30f58
0x07973F | "HandleActiveSlotUnbootable" | 0x031128 | PARAM | FUN_00030f58 @ 0x30f58
0x07975A | "HandleActiveSlotUnbootable: No boot partition entry for slot %s\n" | 0x031188 | PARAM | FUN_00030f58 @ 0x30f58
0x07975A | "HandleActiveSlotUnbootable: No boot partition entry for slot %s\n" | 0x031154 | PARAM | FUN_00030f58 @ 0x30f58
0x07979B | "FirstBoot, skipping slot Unbootable\n" | 0x0311FC | PARAM | FUN_00030f58 @ 0x30f58
0x0797C0 | "Alternate Slot %s is bootable\n" | 0x0310DC | PARAM | FUN_00030f58 @ 0x30f58
0x0797DF | "HandleActiveSlotUnbootable: Rebooting\n" | 0x03122C | PARAM | FUN_00030f58 @ 0x30f58
0x079806 | "HandleActiveSlotUnbootable: gRT->Resetystem didn't work\n" | 0x031278 | PARAM | FUN_00030f58 @ 0x30f58
0x07983F | "Alternate Slot %s Not Bootable Unbootable %d, BootSuccess %d, RetryCount %d\n" | 0x0311BC | PARAM | FUN_00030f58 @ 0x30f58
0x07988C | "ClearUnbootable: GetActiveSlot failed.\n" | (no xrefs) | - | -
0x0798B4 | "ClearUnbootable: No boot partition entry for slot %s\n" | (no xrefs) | - | -
0x079926 | "FindBootableSlot: No boot partition entry for slot %s\n" | 0x0313EC | PARAM | FUN_000312b4 @ 0x312b4
0x07995D | "Active Slot %s is bootable\n" | 0x0313B8 | PARAM | FUN_000312b4 @ 0x312b4
0x079979 | "Active Slot %s is bootable, retry count %ld\n" | 0x03157C | PARAM | FUN_000312b4 @ 0x312b4
0x0799C7 | "Slot %s is unbootable, trying alternate slot\n" | 0x031488 | PARAM | FUN_000312b4 @ 0x312b4
0x0799F5 | "Slot %s Unbootable %d, BootSuccess %d, RetryCount %d\n" | 0x0314B8 | PARAM | FUN_000312b4 @ 0x312b4
0x07A013 | "GetBootPartitionEntry: No boot partition entry for slot %s\n" | 0x030288 | PARAM | FUN_00030200 @ 0x30200
0x07A04F | "GetBootPartitionEntry: No boot partition entry for slot %s, invalid index\n" | 0x030334 | PARAM | FUN_00030200 @ 0x30200
0x07A0B8 | "GetActiveSlot: No boot partition entry for slot %s\n" | 0x02DC4C | PARAM | FUN_0002da18 @ 0x2da18
0x07A12C | "GetActiveSlot: First Boot: No boot partition entry for slot %s\n" | 0x02DDA0 | PARAM | FUN_0002da18 @ 0x2da18
0x07A16C | "GetActiveSlot: First boot: set default slot _a\n" | 0x02DDD4 | PARAM | FUN_0002da18 @ 0x2da18
0x07A1C1 | "GetActiveSlot: Slot attr: Priority %ld, Retry %ld, Active %ld, Success %ld, u..." | 0x02DD58 | PARAM | FUN_0002da18 @ 0x2da18
